customer_id,first_name,age,email,country
81,Sam,55.0,user81@example.com,USA
82,Jamie,56.0,user82@example.com,Spain
83,Casey,56.0,user83@example.com,Spain
84,Alex,21.0,user84@example.com,Italy
85,Taylor,36.0,user85@example.com,France
86,Taylor,69.0,user86@example.com,Spain
87,Morgan,58.0,user87@example.com,Italy
88,Jordan,45.0,user88@example.com,Germany
89,Alex,44.0,user89@example.com,France
90,Jordan,40.0,user90@example.com,Germany
91,Alex,36.0,user91@example.com,Germany
92,Casey,33.0,user92@example.com,Canada
93,Morgan,52.0,user93@example.com,Germany
94,Morgan,22.0,user94@example.com,UK
95,Alex,41.0,user95@example.com,Germany
96,Riley,22.0,user96@example.com,USA
97,Taylor,46.0,user97@example.com,UK
98,Morgan,23.0,user98@example.com,Australia
99,Jordan,140.0,user99@example.com,France
100,Taylor,58.0,user100@example.com,France
101,Alex,61.0,user101@example.com,UK
102,Taylor,65.0,user102@example.com,USA
103,Jordan,65.0,user103@example.com,Spain
104,Morgan,54.0,user104@example.com,France
105,Jordan,46.0,user105@example.com,France
106,Jamie,50.0,user106@example.com,Australia
107,Taylor,44.0,user107@example.com,USA
108,Jamie,52.0,user108@example.com,Spain
109,Alex,55.0,user109@example.com,USA
110,Casey,57.0,user110@example.com,Canada
111,Taylor,65.0,user111@example.com,Canada
112,Sam,23.0,user112@example.com,USA
113,Jamie,63.0,user113@example.com,Germany
114,Jordan,27.0,user114@example.com,Canada
115,Morgan,53.0,user115@example.com,Spain
116,Jamie,61.0,user116@example.com,France
117,Taylor,24.0,user117@example.com,USA
118,Jamie,24.0,user118@example.com,UK
119,Morgan,46.0,user119@example.com,Italy
120,Morgan,33.0,user120@example.com,USA
121,Jordan,18.0,user121@example.com,USA
122,Jamie,65.0,user122@example.com,Italy
123,Jamie,52.0,user123@example.com,Australia
124,Sam,64.0,user124@example.com,Spain
125,Alex,46.0,user125@example.com,Canada
126,Riley,,user126@example.com,Australia
127,Jordan,30.0,user127@example.com,Germany
128,Riley,69.0,user128@example.com,USA
129,Morgan,57.0,user129@example.com,Canada
130,Alex,29.0,user130@example.com,Canada
131,Sam,40.0,user131@example.com,Spain
132,Morgan,63.0,user132@example.com,France
133,Riley,33.0,user133@example.com,Canada
134,Casey,31.0,user134@example.com,USA
135,Casey,33.0,user135@example.com,USA
136,Taylor,23.0,user136@example.com,France
137,Taylor,53.0,user137@example.com,UK
138,Sam,69.0,user138@example.com,Australia
139,Taylor,41.0,user139@example.com,Australia
140,Taylor,68.0,user140@example.com,Spain
141,Jamie,44.0,user141@example.com,USA
142,Riley,42.0,user142@example.com,Italy
143,Jamie,57.0,user143@example.com,Spain
144,Jamie,53.0,user144@example.com,Italy
145,Casey,46.0,user145@example.com,Spain
146,,48.0,user146@example.com,Germany
147,Riley,20.0,user147@example.com,France
148,Sam,30.0,user148@example.com,Canada
149,Casey,21.0,user149@example.com,USA
150,Taylor,28.0,user150@example.com,USA
151,Riley,65.0,user151@example.com,USA
152,Alex,32.0,user152@example.com,Canada
153,Casey,19.0,user153@example.com,Spain
154,Jordan,32.0,user154@example.com,Canada
155,Riley,23.0,user155@example.com,France
156,Taylor,64.0,user156@example.com,USA
157,Riley,30.0,user157@example.com,UK
158,Casey,52.0,user158@example.com,Australia
159,Sam,68.0,user159@example.com,France
160,Jamie,61.0,user160@example.com,UK
161,Jordan,61.0,user161@example.com,Italy
162,,66.0,user162@example.com,UK
163,Jordan,57.0,user163@example.com,USA
164,Jordan,30.0,user164@example.com,Spain
165,Morgan,29.0,user165@example.com,Canada
166,Alex,33.0,user166@example.com,Italy
167,Casey,60.0,user167@example.com,Australia
168,Morgan,69.0,user168@example.com,Italy
169,Casey,58.0,user169@example.com,UK
170,Riley,130.0,user170@example.com,Italy
171,Jamie,37.0,user171@example.com,Italy
172,Jamie,57.0,user172@example.com,Germany
173,Jamie,30.0,user173@example.com,Canada
174,Jamie,51.0,user174@example.com,Italy
175,Taylor,36.0,user175@example.com,Spain
176,Jordan,62.0,user176@example.com,France
177,Jordan,44.0,user177@example.com,Italy
178,Jordan,46.0,user178@example.com,Canada
179,Riley,36.0,user179@example.com,Australia
180,Sam,60.0,user180@example.com,Australia
181,Jamie,44.0,user181@example.com,Australia
182,Taylor,19.0,user182@example.com,USA
183,Taylor,57.0,user183@example.com,Canada
184,Casey,56.0,user184@example.com,USA
185,Casey,18.0,user185@example.com,USA
186,Morgan,31.0,user186@example.com,Spain
187,Sam,25.0,user187@example.com,Italy
188,Riley,44.0,user188@example.com,USA
189,Riley,50.0,user189@example.com,Spain
190,Sam,48.0,user190@example.com,Canada
191,Casey,47.0,user191@example.com,France
192,Casey,42.0,user192@example.com,Germany
193,Riley,66.0,user193@example.com,UK
194,Jordan,53.0,user194@example.com,Italy
195,Jordan,55.0,user195@example.com,Canada
196,Jordan,18.0,user196@example.com,Spain
197,Riley,48.0,user197@example.com,Canada
198,Jordan,52.0,user198@example.com,
199,Casey,,user199@example.com,UK
200,Riley,51.0,user200@example.com,Australia
201,Jordan,34.0,user201@example.com,Germany
202,Casey,,user202@example.com,Italy
203,Riley,46.0,user203@example.com,France
204,Jamie,25.0,user204@example.com,USA
205,Morgan,36.0,user205@example.com,Australia
206,Taylor,64.0,user206@example.com,Germany
207,Morgan,23.0,user207@example.com,Italy
208,Jamie,41.0,user208@example.com,UK
209,Taylor,23.0,user209@example.com,USA
210,Alex,,user210@example.com,Italy
211,Riley,20.0,user211@example.com,Germany
212,Alex,48.0,user212@example.com,Australia
213,Riley,48.0,user213@example.com,Italy
214,Alex,29.0,user214@example.com,Germany
215,Taylor,69.0,user215@example.com,Germany
216,Sam,25.0,user216@example.com,Spain
217,,60.0,user217@example.com,Spain
218,Sam,43.0,user218@example.com,USA
219,Taylor,43.0,user219@example.com,Canada
220,Jordan,32.0,user220@example.com,Italy
221,Sam,30.0,user221@example.com,Germany
222,Riley,39.0,user222@example.com,USA
223,Taylor,30.0,user223@example.com,Italy
224,Alex,63.0,user224@example.com,France
225,,26.0,user225@example.com,France
226,Alex,41.0,user226@example.com,USA
227,Riley,,user227@example.com,UK
228,Sam,40.0,user228@example.com,UK
229,Sam,29.0,user229@example.com,Canada
230,Jamie,58.0,user230@example.com,Australia
231,Riley,61.0,user231@example.com,Germany
232,,28.0,user232@example.com,Germany
233,Taylor,36.0,user233@example.com,USA
234,Casey,26.0,user234@example.com,Italy
235,Sam,54.0,user235@example.com,Italy
236,Alex,27.0,user236@example.com,USA
237,Jamie,26.0,user237@example.com,USA
238,Alex,50.0,user238@example.com,Italy
239,Taylor,30.0,user239@example.com,France
240,Casey,37.0,user240@example.com,UK
241,Alex,61.0,user241@example.com,France
242,Alex,28.0,user242@example.com,France
243,,58.0,user243@example.com,USA
244,Morgan,46.0,user244@example.com,Canada
245,Jordan,64.0,user245@example.com,USA
246,Taylor,30.0,user246@example.com,Australia
247,Casey,61.0,user247@example.com,France
248,Morgan,31.0,user248@example.com,USA
249,,26.0,user249@example.com,Spain
250,Jordan,59.0,user250@example.com,Germany
251,Sam,55.0,user251@example.com,Germany
252,Sam,36.0,user252@example.com,
253,Jamie,59.0,user253@example.com,USA
254,Casey,64.0,user254@example.com,Germany
255,Riley,25.0,user255@example.com,Spain
256,Casey,35.0,user256@example.com,USA
257,Taylor,51.0,user257@example.com,France
258,Sam,53.0,user258@example.com,USA
259,Sam,26.0,user259@example.com,France
260,Riley,33.0,user260@example.com,UK
261,Sam,22.0,user261@example.com,France
262,Taylor,130.0,user262@example.com,UK
263,Sam,32.0,user263@example.com,Germany
264,Riley,6.0,user264@example.com,Germany
265,Jamie,64.0,user265@example.com,Spain
266,Riley,61.0,user266@example.com,Canada
267,Morgan,65.0,user267@example.com,France
268,Jamie,60.0,user268@example.com,France
269,Jamie,56.0,user269@example.com,
270,Jordan,42.0,user270@example.com,USA
271,Jamie,33.0,user271@example.com,Canada
272,Alex,59.0,user272@example.com,Australia
273,Sam,39.0,user273@example.com,UK
274,Riley,67.0,user274@example.com,France
275,Jamie,33.0,user275@example.com,Spain
276,Riley,50.0,user276@example.com,Spain
277,Casey,22.0,user277@example.com,Germany
278,Riley,24.0,user278@example.com,Spain
279,Casey,35.0,user279@example.com,Canada
280,Casey,23.0,user280@example.com,Australia
281,Casey,66.0,user281@example.com,Canada
282,Taylor,29.0,user282@example.com,Germany
283,Casey,61.0,user283@example.com,Canada
284,Taylor,50.0,user284@example.com,UK
285,Taylor,51.0,user285@example.com,Italy
286,Jordan,38.0,user286@example.com,France
287,Casey,35.0,user287@example.com,Spain
288,Taylor,31.0,user288@example.com,Canada
289,Jordan,59.0,user289@example.com,Australia
290,Sam,47.0,user290@example.com,France
291,Alex,63.0,user291@example.com,Canada
292,Taylor,20.0,user292@example.com,Spain
293,Taylor,30.0,user293@example.com,Italy
294,Jordan,68.0,user294@example.com,Spain
295,Jordan,54.0,user295@example.com,Germany
296,Alex,130.0,user296@example.com,Spain
297,Jamie,54.0,user297@example.com,Italy
298,Jordan,30.0,user298@example.com,Spain
299,Morgan,32.0,user299@example.com,Canada
300,Riley,43.0,user300@example.com,Australia
301,Riley,,user301@example.com,Italy
302,Alex,44.0,user302@example.com,Canada
303,Sam,29.0,user303@example.com,USA
304,Casey,65.0,user304@example.com,Germany
305,Taylor,42.0,user305@example.com,USA
306,Taylor,67.0,user306@example.com,France
307,Morgan,64.0,user307@example.com,USA
308,Alex,33.0,user308@example.com,France
309,Riley,63.0,user309@example.com,Italy
310,Alex,33.0,user310@example.com,France
311,Taylor,20.0,user311@example.com,Germany
312,Riley,51.0,user312@example.com,Spain
313,Jordan,41.0,user313@example.com,Germany
314,Jamie,59.0,user314@example.com,Australia
315,Sam,,user315@example.com,Australia
316,Jamie,40.0,user316@example.com,Australia
317,Jamie,47.0,user317@example.com,USA
318,Jamie,66.0,user318@example.com,France
319,Taylor,38.0,user319@example.com,Canada
320,Jamie,34.0,user320@example.com,UK
321,Jordan,35.0,user321@example.com,Canada
322,Jordan,20.0,user322@example.com,UK
323,Jordan,64.0,user323@example.com,Italy
324,Alex,29.0,user324@example.com,UK
325,Sam,33.0,user325@example.com,UK
326,Jordan,55.0,user326@example.com,UK
327,Jamie,31.0,user327@example.com,Germany
328,Alex,44.0,user328@example.com,Australia
329,Taylor,35.0,user329@example.com,Germany
330,Jordan,37.0,user330@example.com,Italy
331,Jamie,52.0,user331@example.com,USA
332,Jamie,34.0,user332@example.com,Germany
333,Morgan,37.0,user333@example.com,Italy
334,Casey,23.0,user334@example.com,Australia
335,Taylor,43.0,user335@example.com,
336,Alex,24.0,user336@example.com,Spain
337,Morgan,55.0,user337@example.com,Australia
338,Jamie,29.0,user338@example.com,Canada
339,Sam,34.0,user339@example.com,USA
340,Jordan,38.0,user340@example.com,Spain
341,Alex,23.0,user341@example.com,UK
342,Jordan,64.0,user342@example.com,France
343,Jordan,54.0,user343@example.com,Germany
344,Taylor,42.0,user344@example.com,Italy
345,Sam,32.0,user345@example.com,France
346,Morgan,28.0,user346@example.com,UK
347,Sam,26.0,user347@example.com,USA
348,Riley,21.0,user348@example.com,USA
349,Taylor,20.0,user349@example.com,Canada
350,Morgan,30.0,user350@example.com,Canada
351,Jordan,49.0,user351@example.com,France
352,Sam,23.0,user352@example.com,USA
353,Jordan,18.0,user353@example.com,Italy
354,Riley,59.0,user354@example.com,Australia
355,Alex,22.0,user355@example.com,UK
356,Taylor,19.0,user356@example.com,Germany
357,Taylor,39.0,user357@example.com,Italy
358,,49.0,user358@example.com,USA
359,Morgan,68.0,user359@example.com,Germany
360,Morgan,65.0,user360@example.com,USA
361,Casey,58.0,user361@example.com,Canada
362,Casey,67.0,user362@example.com,Italy
363,Alex,66.0,user363@example.com,Canada
364,Jordan,24.0,user364@example.com,Spain
365,Sam,38.0,user365@example.com,USA
366,Riley,34.0,user366@example.com,Germany
367,Riley,37.0,user367@example.com,UK
368,Jordan,18.0,user368@example.com,Italy
369,Morgan,49.0,user369@example.com,USA
370,Alex,57.0,user370@example.com,USA
371,Jamie,49.0,user371@example.com,Italy
372,Morgan,37.0,user372@example.com,Spain
373,Sam,27.0,user373@example.com,Spain
374,Morgan,23.0,user374@example.com,Italy
375,Casey,58.0,user375@example.com,Australia
376,Casey,50.0,user376@example.com,Spain
377,Sam,27.0,user377@example.com,
378,Taylor,42.0,user378@example.com,
379,Jamie,41.0,user379@example.com,Spain
380,Casey,48.0,user380@example.com,Spain
381,Casey,46.0,user381@example.com,France
382,Casey,29.0,user382@example.com,Canada
383,Casey,60.0,user383@example.com,Spain
384,Morgan,54.0,user384@example.com,Australia
385,Sam,68.0,user385@example.com,Spain
386,Jordan,59.0,user386@example.com,Australia
387,Alex,67.0,user387@example.com,Canada
388,Jamie,26.0,user388@example.com,Italy
389,Taylor,46.0,user389@example.com,Spain
390,Taylor,20.0,user390@example.com,Canada
391,Riley,21.0,user391@example.com,France
392,Jordan,38.0,user392@example.com,Canada
393,Alex,23.0,user393@example.com,Germany
394,Taylor,19.0,user394@example.com,France
395,Taylor,54.0,user395@example.com,Italy
396,Alex,37.0,user396@example.com,Australia
397,Jamie,62.0,user397@example.com,UK
398,Sam,50.0,user398@example.com,UK
399,Sam,31.0,user399@example.com,France
400,Riley,37.0,user400@example.com,Germany
401,Alex,60.0,user401@example.com,UK
402,Alex,19.0,user402@example.com,Australia
403,Casey,64.0,user403@example.com,Italy
404,,24.0,user404@example.com,Canada
405,Jordan,54.0,user405@example.com,Spain
406,Jordan,29.0,user406@example.com,Australia
407,Alex,66.0,user407@example.com,France
408,Jordan,33.0,user408@example.com,Spain
409,Morgan,34.0,user409@example.com,Germany
410,Sam,48.0,user410@example.com,Germany
411,Alex,24.0,user411@example.com,USA
412,Sam,43.0,user412@example.com,Germany
413,Morgan,18.0,user413@example.com,Spain
414,Sam,19.0,user414@example.com,Spain
415,Jordan,48.0,user415@example.com,Germany
416,Riley,37.0,user416@example.com,Italy
417,Taylor,54.0,user417@example.com,Spain
418,Morgan,50.0,user418@example.com,France
419,Taylor,30.0,user419@example.com,Australia
420,Jamie,18.0,user420@example.com,Australia
421,Morgan,68.0,user421@example.com,Italy
422,Riley,50.0,user422@example.com,Germany
423,Jamie,20.0,user423@example.com,Italy
424,Taylor,54.0,user424@example.com,Spain
425,Alex,36.0,user425@example.com,Australia
426,Taylor,61.0,user426@example.com,Australia
427,Casey,57.0,user427@example.com,France
428,Jordan,49.0,user428@example.com,France
429,Morgan,22.0,user429@example.com,Spain
430,Taylor,64.0,user430@example.com,Italy
431,Alex,60.0,user431@example.com,
432,Alex,64.0,user432@example.com,Canada
433,Jamie,54.0,user433@example.com,Germany
434,Jamie,23.0,user434@example.com,Spain
435,Alex,53.0,user435@example.com,UK
436,Sam,54.0,user436@example.com,Australia
437,Morgan,30.0,user437@example.com,Spain
438,Casey,29.0,user438@example.com,Italy
439,Morgan,23.0,user439@example.com,USA
440,Jamie,47.0,user440@example.com,Germany
441,Riley,54.0,user441@example.com,Canada
442,Casey,45.0,user442@example.com,Canada
443,Jordan,27.0,user443@example.com,Australia
444,Sam,45.0,user444@example.com,Germany
445,Riley,23.0,user445@example.com,Spain
446,Riley,26.0,user446@example.com,Germany
447,Riley,41.0,user447@example.com,France
448,Jordan,69.0,user448@example.com,UK
449,Riley,35.0,user449@example.com,France
450,Jordan,21.0,user450@example.com,Spain
451,Casey,62.0,user451@example.com,Germany
452,Morgan,40.0,user452@example.com,France
453,Alex,44.0,user453@example.com,UK
454,Sam,21.0,user454@example.com,Canada
455,Morgan,30.0,user455@example.com,Germany
456,Jamie,28.0,user456@example.com,France
457,Alex,28.0,user457@example.com,France
458,Taylor,36.0,user458@example.com,Australia
459,Jamie,,user459@example.com,UK
460,Taylor,31.0,user460@example.com,Italy
461,Alex,30.0,user461@example.com,UK
462,Jordan,24.0,user462@example.com,Australia
463,Riley,50.0,user463@example.com,USA
464,Jordan,49.0,user464@example.com,Italy
465,Sam,62.0,user465@example.com,Australia
466,Morgan,54.0,user466@example.com,UK
467,Jamie,25.0,user467@example.com,Australia
468,Riley,63.0,user468@example.com,UK
469,Taylor,51.0,user469@example.com,France
470,Taylor,36.0,user470@example.com,USA
471,Morgan,53.0,user471@example.com,Germany
472,Sam,51.0,user472@example.com,Spain
473,Casey,53.0,user473@example.com,Canada
474,Casey,23.0,user474@example.com,USA
475,Riley,67.0,user475@example.com,Germany
476,Jamie,18.0,user476@example.com,France
477,Jordan,62.0,user477@example.com,Australia
478,Casey,47.0,user478@example.com,Spain
479,Alex,32.0,user479@example.com,UK
480,Sam,26.0,user480@example.com,Italy
481,Riley,46.0,user481@example.com,Spain
482,,19.0,user482@example.com,France
483,Alex,47.0,user483@example.com,France
484,Riley,63.0,user484@example.com,USA
485,Sam,21.0,user485@example.com,Australia
486,Taylor,36.0,user486@example.com,France
487,Jamie,37.0,user487@example.com,Spain
488,Morgan,22.0,user488@example.com,Germany
489,,26.0,user489@example.com,France
490,Jordan,37.0,user490@example.com,Italy
491,Jamie,69.0,user491@example.com,Canada
492,Riley,66.0,user492@example.com,USA
493,Sam,33.0,user493@example.com,Spain
494,Riley,66.0,user494@example.com,Italy
495,Sam,37.0,user495@example.com,Spain
496,Sam,37.0,user496@example.com,Canada
497,Alex,43.0,user497@example.com,Australia
498,Riley,56.0,user498@example.com,Germany
499,Morgan,50.0,user499@example.com,France
500,Sam,29.0,user500@example.com,USA
501,,38.0,user501@example.com,France
502,Jordan,40.0,user502@example.com,Spain
503,Sam,37.0,user503@example.com,
504,Riley,40.0,user504@example.com,UK
505,Jamie,66.0,user505@example.com,Spain
506,,64.0,user506@example.com,Germany
507,Jordan,23.0,user507@example.com,Italy
508,Jamie,62.0,user508@example.com,Germany
509,Morgan,29.0,user509@example.com,France
510,Jamie,52.0,user510@example.com,Germany
511,Morgan,25.0,user511@example.com,France
512,Riley,44.0,user512@example.com,USA
513,Jamie,33.0,user513@example.com,Spain
514,Morgan,64.0,user514@example.com,USA
515,Sam,49.0,user515@example.com,Italy
516,Casey,,user516@example.com,USA
517,,24.0,user517@example.com,Canada
518,Riley,33.0,user518@example.com,France
519,Morgan,46.0,user519@example.com,Italy
520,Sam,42.0,user520@example.com,Australia
521,Jordan,60.0,user521@example.com,Spain
522,Jordan,53.0,user522@example.com,Australia
523,Jordan,65.0,user523@example.com,Germany
524,Jordan,21.0,user524@example.com,Canada
525,Casey,44.0,user525@example.com,Australia
526,Alex,40.0,user526@example.com,Italy
527,Riley,40.0,user527@example.com,
528,Morgan,47.0,user528@example.com,UK
529,Casey,60.0,user529@example.com,France
530,Jamie,41.0,user530@example.com,UK
531,Morgan,65.0,user531@example.com,Australia
532,Sam,33.0,user532@example.com,Canada
533,Jordan,24.0,user533@example.com,Australia
534,Jamie,40.0,user534@example.com,USA
535,Sam,55.0,user535@example.com,Canada
536,Alex,48.0,user536@example.com,UK
537,Taylor,59.0,user537@example.com,France
538,Alex,36.0,user538@example.com,Italy
539,Taylor,69.0,user539@example.com,Germany
540,Jordan,64.0,user540@example.com,USA
541,Jamie,21.0,user541@example.com,Spain
542,Casey,23.0,user542@example.com,Spain
543,Jamie,36.0,user543@example.com,Italy
544,Sam,140.0,user544@example.com,Canada
545,Taylor,69.0,user545@example.com,Germany
546,Riley,46.0,user546@example.com,USA
547,Taylor,29.0,user547@example.com,Italy
548,Sam,55.0,user548@example.com,France
549,Jamie,30.0,user549@example.com,France
550,Casey,45.0,user550@example.com,UK
551,Jamie,22.0,user551@example.com,Spain
552,Sam,63.0,user552@example.com,Canada
553,Morgan,63.0,user553@example.com,Australia
554,Casey,34.0,user554@example.com,Canada
555,Casey,44.0,user555@example.com,Canada
556,Taylor,43.0,user556@example.com,USA
557,Riley,21.0,user557@example.com,Australia
558,Riley,25.0,user558@example.com,Italy
559,Casey,43.0,user559@example.com,Italy
560,Jordan,50.0,user560@example.com,Italy
561,Sam,29.0,user561@example.com,UK
562,Morgan,30.0,user562@example.com,Spain
563,Morgan,38.0,user563@example.com,Germany
564,Jamie,69.0,user564@example.com,UK
565,Jordan,54.0,user565@example.com,Australia
566,Riley,42.0,user566@example.com,France
567,Jordan,56.0,user567@example.com,
568,,20.0,user568@example.com,Canada
569,Riley,36.0,user569@example.com,Spain
570,Casey,24.0,user570@example.com,Italy
571,Riley,34.0,user571@example.com,Germany
572,Sam,30.0,user572@example.com,Spain
573,Jordan,41.0,user573@example.com,Canada
574,Alex,68.0,user574@example.com,France
575,Morgan,62.0,user575@example.com,Australia
576,Morgan,25.0,user576@example.com,UK
577,Jordan,25.0,user577@example.com,USA
578,Jordan,62.0,user578@example.com,Germany
579,Jordan,19.0,user579@example.com,USA
580,Sam,47.0,user580@example.com,France
581,Taylor,20.0,user581@example.com,Spain
582,Taylor,62.0,user582@example.com,USA
583,Alex,43.0,user583@example.com,Germany
584,Casey,34.0,user584@example.com,USA
585,Alex,55.0,user585@example.com,USA
586,Riley,20.0,user586@example.com,USA
587,Jordan,50.0,user587@example.com,UK
588,Morgan,47.0,user588@example.com,
589,Riley,32.0,user589@example.com,Italy
590,Jordan,25.0,user590@example.com,
591,Jordan,47.0,user591@example.com,France
592,Alex,40.0,user592@example.com,France
593,Taylor,29.0,user593@example.com,UK
594,,56.0,user594@example.com,France
595,Casey,65.0,user595@example.com,Canada
596,Taylor,25.0,user596@example.com,Canada
597,Alex,26.0,user597@example.com,France
598,Taylor,25.0,user598@example.com,USA
599,Alex,55.0,user599@example.com,Spain
600,Taylor,50.0,user600@example.com,UK
601,Riley,65.0,user601@example.com,Italy
602,Sam,50.0,user602@example.com,Germany
603,Sam,62.0,user603@example.com,Germany
604,Morgan,28.0,user604@example.com,USA
605,Morgan,40.0,user605@example.com,Italy
606,Jamie,60.0,user606@example.com,UK
607,Morgan,68.0,user607@example.com,USA
608,Casey,68.0,user608@example.com,UK
609,Riley,60.0,user609@example.com,Italy
610,Taylor,42.0,user610@example.com,USA
611,Taylor,32.0,user611@example.com,Spain
612,Casey,27.0,user612@example.com,Canada
613,Casey,37.0,user613@example.com,Germany
614,Taylor,33.0,user614@example.com,France
615,Jamie,52.0,user615@example.com,USA
616,Alex,51.0,user616@example.com,UK
617,Riley,38.0,user617@example.com,France
618,Casey,63.0,user618@example.com,France
619,Sam,64.0,user619@example.com,France
620,Jamie,57.0,user620@example.com,Germany
621,Riley,18.0,user621@example.com,USA
622,Sam,,user622@example.com,Australia
623,Jordan,63.0,user623@example.com,Germany
624,Morgan,31.0,user624@example.com,France
625,Jamie,36.0,user625@example.com,Australia
626,Jamie,25.0,user626@example.com,UK
627,Riley,58.0,user627@example.com,Canada
628,Sam,32.0,user628@example.com,Canada
629,Taylor,61.0,user629@example.com,Spain
630,Jordan,35.0,user630@example.com,UK
631,Sam,18.0,user631@example.com,Australia
632,Jamie,64.0,user632@example.com,France
633,Taylor,50.0,user633@example.com,Canada
634,Jordan,18.0,user634@example.com,Spain
635,Taylor,51.0,user635@example.com,France
636,Sam,21.0,user636@example.com,Canada
637,Taylor,34.0,user637@example.com,Australia
638,Jamie,19.0,user638@example.com,Spain
639,Jamie,56.0,user639@example.com,USA
640,Riley,27.0,user640@example.com,Canada
641,Alex,59.0,user641@example.com,Italy
642,Riley,62.0,user642@example.com,Canada
643,Jordan,54.0,user643@example.com,Italy
644,Sam,43.0,user644@example.com,Italy
645,Riley,44.0,user645@example.com,USA
646,Morgan,56.0,user646@example.com,Australia
647,Taylor,42.0,user647@example.com,Spain
648,Casey,46.0,user648@example.com,Australia
649,Jamie,63.0,user649@example.com,USA
650,Alex,35.0,user650@example.com,Canada
651,Sam,39.0,user651@example.com,Italy
652,Jamie,68.0,user652@example.com,USA
653,Sam,43.0,user653@example.com,UK
654,Morgan,43.0,user654@example.com,France
655,Jamie,69.0,user655@example.com,USA
656,Riley,38.0,user656@example.com,France
657,Sam,38.0,user657@example.com,Spain
658,Riley,59.0,user658@example.com,Italy
659,Jamie,25.0,user659@example.com,Italy
660,Riley,19.0,user660@example.com,Germany
661,Casey,63.0,user661@example.com,Spain
662,Casey,,user662@example.com,Australia
663,Casey,29.0,user663@example.com,Canada
664,Casey,66.0,user664@example.com,Canada
665,Taylor,35.0,user665@example.com,UK
666,Jordan,34.0,user666@example.com,Canada
667,Morgan,32.0,user667@example.com,UK
668,Jamie,20.0,user668@example.com,UK
669,Sam,38.0,user669@example.com,Australia
670,Jamie,36.0,user670@example.com,UK
671,Riley,49.0,user671@example.com,Australia
